event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),Unnamed: 8,Unnamed: 9,Unnamed: 10,city,total_quantity_sold,product_name,promo_discount,revenue_before_promo,revenue_after_promo,category,ir%,inc_units,isu_percent,inc_revenue,ir_percent_calc,rev_per_discount_unit,rev_per_discount_amount,isu%,promo_category,incremental_revenue,margin_efficiency,incremental_margin%,before_rev,before_qty,after_qty,ir_row
99ce6a,STVSK-3,CAMP_SAN_01,P03,200,BOGOF,250,687,,,,visakhapatnam,937,Atliq_Suflower_Oil (1L),100.0,50000,68700.0,Grocery & Staples,37.4,437.0,-18.06615776081425,18700.0,-38.54961832061068,187.0,93.5,174.8,Other,18700.0,27.219796215429405,37.4,50000.0,250.0,687.0,37.4
42b041,STBLR-1,CAMP_DIW_01,P01,172,33% OFF,357,514,,,,bengaluru,871,Atliq_Masoor_Dal (1KG),56.760000000000005,61404,59233.36,Grocery & Staples,-3.53501400560224,157.0,-18.06615776081425,-2170.6399999999994,-38.54961832061068,-38.24242424242423,-22.233967582804784,43.977591036414566,Other,-2170.6399999999994,-3.6645565944596075,-3.53501400560224,61404.0,357.0,514.0,-3.53501400560224
fd5955,STCBE-0,CAMP_DIW_01,P02,860,33% OFF,313,541,,,,coimbatore,854,Atliq_Sonamasuri_Rice (10KG),283.8,269180,311724.2,Grocery & Staples,15.805111821086266,228.0,-18.06615776081425,42544.20000000001,-38.54961832061068,149.90909090909093,17.431289640591974,72.84345047923323,Other,42544.20000000001,13.648026043534642,15.805111821086266,269180.0,313.0,541.0,15.805111821086266
9.33E+11,STBLR-3,CAMP_SAN_01,P08,1190,BOGOF,40,154,,,,bengaluru,194,Atliq_Double_Bedsheet_set,595.0,47600,91630.0,Home Care,92.5,114.0,-18.06615776081425,44030.0,-38.54961832061068,74.0,6.218487394957983,285.0,Other,44030.0,48.05194805194805,92.5,47600.0,40.0,154.0,92.5
268b09,STMLR-1,CAMP_SAN_01,P13,350,BOGOF,49,189,,,,mangalore,238,Atliq_High_Glo_15W_LED_Bulb,175.0,17150,33075.0,Home Appliances,92.85714285714286,140.0,-18.06615776081425,15925.0,-38.54961832061068,91.0,26.0,285.7142857142857,Other,15925.0,48.148148148148145,92.85714285714286,17150.0,49.0,189.0,92.85714285714286
dcaeaa,STBLR-7,CAMP_DIW_01,P04,290,25% OFF,276,242,,,,bengaluru,518,Atliq_Farm_Chakki_Atta (1KG),72.5,80040,52635.0,Grocery & Staples,-34.23913043478261,-34.0,-18.06615776081425,-27405.0,-38.54961832061068,-378.0,-130.3448275862069,-12.318840579710146,Other,-27405.0,-52.066115702479344,-34.23913043478261,80040.0,276.0,242.0,-34.23913043478261
d31787,STMYS-2,CAMP_SAN_01,P10,50,25% OFF,25,20,,,,mysuru,45,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,1250,750.0,Personal Care,-40.0,-5.0,-18.06615776081425,-500.0,-38.54961832061068,-40.0,-80.0,-20.0,Other,-500.0,-66.66666666666666,-40.0,1250.0,25.0,20.0,-40.0
f34069,STBLR-9,CAMP_SAN_01,P09,90,25% OFF,61,57,,,,bengaluru,118,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,5490,3847.5,Personal Care,-29.918032786885245,-4.0,-18.06615776081425,-1642.5,-38.54961832061068,-73.0,-81.11111111111111,-6.557377049180328,Other,-1642.5,-42.69005847953216,-29.918032786885245,5490.0,61.0,57.0,-29.918032786885245
4f40ed,STCHE-5,CAMP_SAN_01,P02,860,33% OFF,564,721,,,,chennai,1285,Atliq_Sonamasuri_Rice (10KG),283.8,485040,415440.2,Grocery & Staples,-14.34929078014184,157.0,-18.06615776081425,-69599.79999999999,-38.54961832061068,-245.2424242424242,-28.516560958421422,27.836879432624112,Other,-69599.79999999999,-16.753265572277307,-14.34929078014184,485040.0,564.0,721.0,-14.34929078014184
12bb06,STHYD-1,CAMP_DIW_01,P03,156,25% OFF,351,319,,,,hyderabad,670,Atliq_Suflower_Oil (1L),39.0,54756,37323.0,Grocery & Staples,-31.837606837606835,-32.0,-18.06615776081425,-17433.0,-38.54961832061068,-447.0,-286.53846153846155,-9.116809116809117,Other,-17433.0,-46.70846394984326,-31.837606837606835,54756.0,351.0,319.0,-31.837606837606835
5f2c41,STCHE-6,CAMP_DIW_01,P08,1190,BOGOF,54,185,,,,chennai,239,Atliq_Double_Bedsheet_set,595.0,64260,110075.0,Home Care,71.29629629629629,131.0,-18.06615776081425,45815.0,-38.54961832061068,77.0,6.470588235294118,242.5925925925926,Other,45815.0,41.62162162162162,71.29629629629629,64260.0,54.0,185.0,71.29629629629629
e0de60,STHYD-6,CAMP_DIW_01,P03,156,25% OFF,327,294,,,,hyderabad,621,Atliq_Suflower_Oil (1L),39.0,51012,34398.0,Grocery & Staples,-32.56880733944954,-33.0,-18.06615776081425,-16614.0,-38.54961832061068,-426.0,-273.07692307692304,-10.091743119266056,Other,-16614.0,-48.29931972789115,-32.56880733944954,51012.0,327.0,294.0,-32.56880733944954
152ae4,STHYD-1,CAMP_SAN_01,P12,62,50% OFF,51,57,,,,hyderabad,108,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3162,1767.0,Personal Care,-44.11764705882353,6.0,-18.06615776081425,-1395.0,-38.54961832061068,-45.0,-72.58064516129032,11.76470588235294,Other,-1395.0,-78.94736842105263,-44.11764705882353,3162.0,51.0,57.0,-44.11764705882353
8e6ee5,STMLR-0,CAMP_DIW_01,P05,55,25% OFF,52,45,,,,mangalore,97,Atliq_Scrub_Sponge_For_Dishwash,13.75,2860,1856.25,Home Care,-35.09615384615385,-7.0,-18.06615776081425,-1003.75,-38.54961832061068,-73.0,-132.72727272727272,-13.461538461538462,Other,-1003.75,-54.074074074074076,-35.09615384615385,2860.0,52.0,45.0,-35.09615384615385
d0fd0e,STBLR-0,CAMP_SAN_01,P11,190,50% OFF,43,62,,,,bengaluru,105,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,8170,5890.0,Personal Care,-27.906976744186046,19.0,-18.06615776081425,-2280.0,-38.54961832061068,-24.0,-12.631578947368421,44.18604651162791,Other,-2280.0,-38.70967741935484,-27.906976744186046,8170.0,43.0,62.0,-27.906976744186046
4fa17c,STCHE-4,CAMP_DIW_01,P01,172,33% OFF,327,503,,,,chennai,830,Atliq_Masoor_Dal (1KG),56.760000000000005,56244,57965.719999999994,Grocery & Staples,3.061162079510692,176.0,-18.06615776081425,1721.719999999994,-38.54961832061068,30.333333333333222,17.635658914728616,53.822629969418955,Other,1721.719999999994,2.970238271861359,3.061162079510692,56244.0,327.0,503.0,3.061162079510692
bcf305,STCHE-5,CAMP_DIW_01,P09,110,50% OFF,75,80,,,,chennai,155,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,8250,4400.0,Personal Care,-46.666666666666664,5.0,-18.06615776081425,-3850.0,-38.54961832061068,-70.0,-63.63636363636363,6.666666666666667,Other,-3850.0,-87.5,-46.666666666666664,8250.0,75.0,80.0,-46.666666666666664
66050c,STCHE-6,CAMP_SAN_01,P08,1190,BOGOF,60,238,,,,chennai,298,Atliq_Double_Bedsheet_set,595.0,71400,141610.0,Home Care,98.33333333333333,178.0,-18.06615776081425,70210.0,-38.54961832061068,118.0,9.915966386554622,296.6666666666667,Other,70210.0,49.57983193277311,98.33333333333333,71400.0,60.0,238.0,98.33333333333333
407f1c,STBLR-2,CAMP_SAN_01,P13,350,BOGOF,117,469,,,,bengaluru,586,Atliq_High_Glo_15W_LED_Bulb,175.0,40950,82075.0,Home Appliances,100.42735042735043,352.0,-18.06615776081425,41125.0,-38.54961832061068,235.0,67.14285714285714,300.85470085470087,Other,41125.0,50.10660980810234,100.42735042735043,40950.0,117.0,469.0,100.42735042735043
e12c11,STCHE-1,CAMP_SAN_01,P14,1020,BOGOF,112,294,,,,chennai,406,Atliq_waterproof_Immersion_Rod,510.0,114240,149940.0,Home Appliances,31.25,182.0,-18.06615776081425,35700.0,-38.54961832061068,70.0,6.862745098039215,162.5,Other,35700.0,23.809523809523807,31.25,114240.0,112.0,294.0,31.25
46d57b,STBLR-9,CAMP_DIW_01,P13,350,BOGOF,94,329,,,,bengaluru,423,Atliq_High_Glo_15W_LED_Bulb,175.0,32900,57575.0,Home Appliances,75.0,235.0,-18.06615776081425,24675.0,-38.54961832061068,141.0,40.285714285714285,250.0,Other,24675.0,42.857142857142854,75.0,32900.0,94.0,329.0,75.0
e80ad8,STCHE-7,CAMP_DIW_01,P10,65,50% OFF,136,179,,,,chennai,315,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,8840,5817.5,Personal Care,-34.19117647058824,43.0,-18.06615776081425,-3022.5,-38.54961832061068,-93.0,-143.07692307692307,31.61764705882353,Other,-3022.5,-51.955307262569825,-34.19117647058824,8840.0,136.0,179.0,-34.19117647058824
f2bdcc,STBLR-4,CAMP_DIW_01,P01,172,33% OFF,337,478,,,,bengaluru,815,Atliq_Masoor_Dal (1KG),56.760000000000005,57964,55084.72,Grocery & Staples,-4.9673590504451015,141.0,-18.06615776081425,-2879.279999999999,-38.54961832061068,-50.727272727272705,-29.492600422832965,41.839762611275965,Other,-2879.279999999999,-5.227003060013737,-4.9673590504451015,57964.0,337.0,478.0,-4.9673590504451015
8d20b8,STBLR-5,CAMP_DIW_01,P09,110,50% OFF,75,95,,,,bengaluru,170,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,8250,5225.0,Personal Care,-36.666666666666664,20.0,-18.06615776081425,-3025.0,-38.54961832061068,-55.0,-50.0,26.666666666666668,Other,-3025.0,-57.89473684210527,-36.666666666666664,8250.0,75.0,95.0,-36.666666666666664
f88523,STTRV-1,CAMP_SAN_01,P05,55,25% OFF,10,9,,,,trivandrum,19,Atliq_Scrub_Sponge_For_Dishwash,13.75,550,371.25,Home Care,-32.5,-1.0,-18.06615776081425,-178.75,-38.54961832061068,-13.0,-23.636363636363637,-10.0,Other,-178.75,-48.148148148148145,-32.5,550.0,10.0,9.0,-32.5
177b80,STMLR-0,CAMP_SAN_01,P14,1020,BOGOF,37,96,,,,mangalore,133,Atliq_waterproof_Immersion_Rod,510.0,37740,48960.0,Home Appliances,29.72972972972973,59.0,-18.06615776081425,11220.0,-38.54961832061068,22.0,2.156862745098039,159.45945945945945,Other,11220.0,22.916666666666664,29.72972972972973,37740.0,37.0,96.0,29.72972972972973
317699,STCHE-2,CAMP_SAN_01,P03,200,BOGOF,310,1246,,,,chennai,1556,Atliq_Suflower_Oil (1L),100.0,62000,124600.0,Grocery & Staples,100.96774193548387,936.0,-18.06615776081425,62600.0,-38.54961832061068,626.0,313.0,301.93548387096774,Other,62600.0,50.24077046548957,100.96774193548387,62000.0,310.0,1246.0,100.96774193548387
ef6d6d,STBLR-2,CAMP_SAN_01,P14,1020,BOGOF,88,346,,,,bengaluru,434,Atliq_waterproof_Immersion_Rod,510.0,89760,176460.0,Home Appliances,96.5909090909091,258.0,-18.06615776081425,86700.0,-38.54961832061068,170.0,16.666666666666668,293.1818181818182,Other,86700.0,49.13294797687861,96.5909090909091,89760.0,88.0,346.0,96.5909090909091
1e51ee,STVSK-3,CAMP_SAN_01,P12,62,50% OFF,43,51,,,,visakhapatnam,94,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,2666,1581.0,Personal Care,-40.69767441860465,8.0,-18.06615776081425,-1085.0,-38.54961832061068,-35.0,-56.45161290322581,18.6046511627907,Other,-1085.0,-68.62745098039215,-40.69767441860465,2666.0,43.0,51.0,-40.69767441860465
c55ec9,STBLR-1,CAMP_SAN_01,P15,3000,500 Cashback,136,220,,,,bengaluru,356,Atliq_Home_Essential_8_Product_Combo,2500.0,408000,110000.0,Combo1,-73.0392156862745,84.0,-18.06615776081425,-298000.0,-38.54961832061068,-119.2,-3.973333333333333,61.76470588235294,Other,-298000.0,-270.9090909090909,-73.0392156862745,408000.0,136.0,220.0,-73.0392156862745
6bbadf,STHYD-1,CAMP_DIW_01,P14,1020,BOGOF,43,127,,,,hyderabad,170,Atliq_waterproof_Immersion_Rod,510.0,43860,64770.0,Home Appliances,47.674418604651166,84.0,-18.06615776081425,20910.0,-38.54961832061068,41.0,4.019607843137255,195.3488372093023,Other,20910.0,32.28346456692913,47.674418604651166,43860.0,43.0,127.0,47.674418604651166
edaef4,STHYD-5,CAMP_SAN_01,P03,200,BOGOF,416,1630,,,,hyderabad,2046,Atliq_Suflower_Oil (1L),100.0,83200,163000.0,Grocery & Staples,95.91346153846155,1214.0,-18.06615776081425,79800.0,-38.54961832061068,798.0,399.0,291.8269230769231,Other,79800.0,48.95705521472393,95.91346153846155,83200.0,416.0,1630.0,95.91346153846155
d3f755,STCBE-1,CAMP_SAN_01,P08,1190,BOGOF,43,171,,,,coimbatore,214,Atliq_Double_Bedsheet_set,595.0,51170,101745.0,Home Care,98.83720930232558,128.0,-18.06615776081425,50575.0,-38.54961832061068,85.0,7.142857142857143,297.6744186046512,Other,50575.0,49.707602339181285,98.83720930232558,51170.0,43.0,171.0,98.83720930232558
0ba095,STCBE-1,CAMP_DIW_01,P03,156,25% OFF,274,210,,,,coimbatore,484,Atliq_Suflower_Oil (1L),39.0,42744,24570.0,Grocery & Staples,-42.518248175182485,-64.0,-18.06615776081425,-18174.0,-38.54961832061068,-466.0,-298.71794871794873,-23.357664233576642,Other,-18174.0,-73.96825396825398,-42.518248175182485,42744.0,274.0,210.0,-42.518248175182485
911349,STHYD-0,CAMP_DIW_01,P15,3000,500 Cashback,397,1214,,,,hyderabad,1611,Atliq_Home_Essential_8_Product_Combo,2500.0,1191000,607000.0,Combo1,-49.03442485306465,817.0,-18.06615776081425,-584000.0,-38.54961832061068,-233.6,-7.786666666666667,205.79345088161207,Other,-584000.0,-96.21087314662273,-49.03442485306465,1191000.0,397.0,1214.0,-49.03442485306465
6d65d2,STBLR-8,CAMP_SAN_01,P04,370,BOGOF,480,1867,,,,bengaluru,2347,Atliq_Farm_Chakki_Atta (1KG),185.0,177600,345395.0,Grocery & Staples,94.47916666666667,1387.0,-18.06615776081425,167795.0,-38.54961832061068,907.0,245.13513513513513,288.9583333333333,Other,167795.0,48.58061060524906,94.47916666666667,177600.0,480.0,1867.0,94.47916666666667
4ab3bc,STHYD-2,CAMP_SAN_01,P09,90,25% OFF,66,49,,,,hyderabad,115,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,5940,3307.5,Personal Care,-44.31818181818182,-17.0,-18.06615776081425,-2632.5,-38.54961832061068,-117.0,-130.0,-25.757575757575758,Other,-2632.5,-79.59183673469387,-44.31818181818182,5940.0,66.0,49.0,-44.31818181818182
c22cf6,STCHE-6,CAMP_SAN_01,P12,62,50% OFF,58,81,,,,chennai,139,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3596,2511.0,Personal Care,-30.17241379310345,23.0,-18.06615776081425,-1085.0,-38.54961832061068,-35.0,-56.45161290322581,39.6551724137931,Other,-1085.0,-43.20987654320987,-30.17241379310345,3596.0,58.0,81.0,-30.17241379310345
cc2182,STMDU-1,CAMP_DIW_01,P12,62,50% OFF,85,117,,,,madurai,202,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,5270,3627.0,Personal Care,-31.176470588235293,32.0,-18.06615776081425,-1643.0,-38.54961832061068,-53.0,-85.48387096774194,37.64705882352941,Other,-1643.0,-45.2991452991453,-31.176470588235293,5270.0,85.0,117.0,-31.176470588235293
bdf2b8,STVJD-1,CAMP_DIW_01,P12,62,50% OFF,56,71,,,,vijayawada,127,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3472,2201.0,Personal Care,-36.607142857142854,15.0,-18.06615776081425,-1271.0,-38.54961832061068,-41.0,-66.12903225806453,26.785714285714285,Other,-1271.0,-57.74647887323944,-36.607142857142854,3472.0,56.0,71.0,-36.607142857142854
db8aa8,STTRV-1,CAMP_SAN_01,P03,200,BOGOF,193,746,,,,trivandrum,939,Atliq_Suflower_Oil (1L),100.0,38600,74600.0,Grocery & Staples,93.26424870466322,553.0,-18.06615776081425,36000.0,-38.54961832061068,360.0,180.0,286.5284974093264,Other,36000.0,48.257372654155496,93.26424870466322,38600.0,193.0,746.0,93.26424870466322
466d6c,STMYS-1,CAMP_SAN_01,P11,190,50% OFF,31,50,,,,mysuru,81,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,5890,4750.0,Personal Care,-19.35483870967742,19.0,-18.06615776081425,-1140.0,-38.54961832061068,-12.0,-6.315789473684211,61.29032258064516,Other,-1140.0,-24.0,-19.35483870967742,5890.0,31.0,50.0,-19.35483870967742
6444b7,STCHE-2,CAMP_DIW_01,P06,415,25% OFF,85,81,,,,chennai,166,Atliq_Fusion_Container_Set_of_3,103.75,35275,25211.25,Home Care,-28.52941176470588,-4.0,-18.06615776081425,-10063.75,-38.54961832061068,-97.0,-23.373493975903614,-4.705882352941177,Other,-10063.75,-39.91769547325103,-28.52941176470588,35275.0,85.0,81.0,-28.52941176470588
f1cd45,STVJD-1,CAMP_DIW_01,P11,190,50% OFF,50,64,,,,vijayawada,114,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,9500,6080.0,Personal Care,-36.0,14.0,-18.06615776081425,-3420.0,-38.54961832061068,-36.0,-18.94736842105263,28.000000000000004,Other,-3420.0,-56.25,-36.0,9500.0,50.0,64.0,-36.0
23421e,STBLR-2,CAMP_SAN_01,P12,62,50% OFF,54,77,,,,bengaluru,131,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3348,2387.0,Personal Care,-28.703703703703702,23.0,-18.06615776081425,-961.0,-38.54961832061068,-31.0,-50.0,42.592592592592595,Other,-961.0,-40.25974025974026,-28.703703703703702,3348.0,54.0,77.0,-28.703703703703702
3c3c49,STCBE-2,CAMP_SAN_01,P08,1190,BOGOF,40,168,,,,coimbatore,208,Atliq_Double_Bedsheet_set,595.0,47600,99960.0,Home Care,110.00000000000001,128.0,-18.06615776081425,52360.0,-38.54961832061068,88.0,7.394957983193278,320.0,Other,52360.0,52.38095238095239,110.00000000000001,47600.0,40.0,168.0,110.00000000000001
680acd,STHYD-3,CAMP_SAN_01,P11,190,50% OFF,46,73,,,,hyderabad,119,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,8740,6935.0,Personal Care,-20.652173913043477,27.0,-18.06615776081425,-1805.0,-38.54961832061068,-19.0,-10.0,58.69565217391305,Other,-1805.0,-26.027397260273972,-20.652173913043477,8740.0,46.0,73.0,-20.652173913043477
fe2fe7,STCHE-4,CAMP_DIW_01,P05,55,25% OFF,127,115,,,,chennai,242,Atliq_Scrub_Sponge_For_Dishwash,13.75,6985,4743.75,Home Care,-32.08661417322835,-12.0,-18.06615776081425,-2241.25,-38.54961832061068,-163.0,-296.3636363636364,-9.448818897637794,Other,-2241.25,-47.2463768115942,-32.08661417322835,6985.0,127.0,115.0,-32.08661417322835
e2abd2,STCHE-3,CAMP_DIW_01,P09,110,50% OFF,73,92,,,,chennai,165,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,8030,5060.0,Personal Care,-36.986301369863014,19.0,-18.06615776081425,-2970.0,-38.54961832061068,-54.0,-49.09090909090909,26.027397260273972,Other,-2970.0,-58.69565217391305,-36.986301369863014,8030.0,73.0,92.0,-36.986301369863014
7c51b1,STCBE-0,CAMP_DIW_01,P09,110,50% OFF,59,89,,,,coimbatore,148,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,6490,4895.0,Personal Care,-24.576271186440678,30.0,-18.06615776081425,-1595.0,-38.54961832061068,-29.0,-26.363636363636363,50.847457627118644,Other,-1595.0,-32.58426966292135,-24.576271186440678,6490.0,59.0,89.0,-24.576271186440678
494f1b,STVSK-2,CAMP_SAN_01,P13,350,BOGOF,94,374,,,,visakhapatnam,468,Atliq_High_Glo_15W_LED_Bulb,175.0,32900,65450.0,Home Appliances,98.93617021276596,280.0,-18.06615776081425,32550.0,-38.54961832061068,186.0,53.142857142857146,297.8723404255319,Other,32550.0,49.73262032085562,98.93617021276596,32900.0,94.0,374.0,98.93617021276596
144c17,STCHE-2,CAMP_DIW_01,P02,860,33% OFF,411,509,,,,chennai,920,Atliq_Sonamasuri_Rice (10KG),283.8,353460,293285.80000000005,Grocery & Staples,-17.024330900243296,98.0,-18.06615776081425,-60174.19999999995,-38.54961832061068,-212.03030303030286,-24.65468639887243,23.844282238442823,Other,-60174.19999999995,-20.51725654634488,-17.024330900243296,353460.0,411.0,509.0,-17.024330900243296
28acbc,STBLR-2,CAMP_DIW_01,P10,65,50% OFF,105,132,,,,bengaluru,237,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,6825,4290.0,Personal Care,-37.142857142857146,27.0,-18.06615776081425,-2535.0,-38.54961832061068,-78.0,-120.0,25.71428571428571,Other,-2535.0,-59.09090909090909,-37.142857142857146,6825.0,105.0,132.0,-37.142857142857146
00af86,STCBE-0,CAMP_SAN_01,P06,415,25% OFF,15,14,,,,coimbatore,29,Atliq_Fusion_Container_Set_of_3,103.75,6225,4357.5,Home Care,-30.0,-1.0,-18.06615776081425,-1867.5,-38.54961832061068,-18.0,-4.337349397590361,-6.666666666666667,Other,-1867.5,-42.857142857142854,-30.0,6225.0,15.0,14.0,-30.0
6321fa,STCHE-3,CAMP_SAN_01,P10,50,25% OFF,31,26,,,,chennai,57,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,1550,975.0,Personal Care,-37.096774193548384,-5.0,-18.06615776081425,-575.0,-38.54961832061068,-46.0,-92.0,-16.129032258064516,Other,-575.0,-58.97435897435898,-37.096774193548384,1550.0,31.0,26.0,-37.096774193548384
6a7668,STCHE-4,CAMP_SAN_01,P15,3000,500 Cashback,112,321,,,,chennai,433,Atliq_Home_Essential_8_Product_Combo,2500.0,336000,160500.0,Combo1,-52.23214285714286,209.0,-18.06615776081425,-175500.0,-38.54961832061068,-70.2,-2.34,186.60714285714286,Other,-175500.0,-109.34579439252336,-52.23214285714286,336000.0,112.0,321.0,-52.23214285714286
c7fefa,STMDU-1,CAMP_SAN_01,P11,190,50% OFF,28,40,,,,madurai,68,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,5320,3800.0,Personal Care,-28.57142857142857,12.0,-18.06615776081425,-1520.0,-38.54961832061068,-16.0,-8.421052631578947,42.857142857142854,Other,-1520.0,-40.0,-28.57142857142857,5320.0,28.0,40.0,-28.57142857142857
c5f80e,STCHE-1,CAMP_DIW_01,P14,1020,BOGOF,43,125,,,,chennai,168,Atliq_waterproof_Immersion_Rod,510.0,43860,63750.0,Home Appliances,45.348837209302324,82.0,-18.06615776081425,19890.0,-38.54961832061068,39.0,3.823529411764706,190.69767441860466,Other,19890.0,31.2,45.348837209302324,43860.0,43.0,125.0,45.348837209302324
86755e,STCHE-4,CAMP_SAN_01,P07,300,BOGOF,45,191,,,,chennai,236,Atliq_Curtains,150.0,13500,28650.0,Home Care,112.22222222222223,146.0,-18.06615776081425,15150.0,-38.54961832061068,101.0,33.666666666666664,324.44444444444446,Other,15150.0,52.879581151832454,112.22222222222223,13500.0,45.0,191.0,112.22222222222223
3.56E+10,STMDU-3,CAMP_SAN_01,P08,1190,BOGOF,36,145,,,,madurai,181,Atliq_Double_Bedsheet_set,595.0,42840,86275.0,Home Care,101.38888888888889,109.0,-18.06615776081425,43435.0,-38.54961832061068,73.0,6.1344537815126055,302.77777777777777,Other,43435.0,50.3448275862069,101.38888888888889,42840.0,36.0,145.0,101.38888888888889
a26b45,STBLR-3,CAMP_DIW_01,P01,172,33% OFF,287,413,,,,bengaluru,700,Atliq_Masoor_Dal (1KG),56.760000000000005,49364,47594.119999999995,Grocery & Staples,-3.585365853658546,126.0,-18.06615776081425,-1769.8800000000047,-38.54961832061068,-31.18181818181826,-18.12896405919666,43.90243902439025,Other,-1769.8800000000047,-3.718694662281821,-3.585365853658546,49364.0,287.0,413.0,-3.585365853658546
fe7b5d,STHYD-2,CAMP_SAN_01,P03,200,BOGOF,472,1902,,,,hyderabad,2374,Atliq_Suflower_Oil (1L),100.0,94400,190200.0,Grocery & Staples,101.48305084745763,1430.0,-18.06615776081425,95800.0,-38.54961832061068,958.0,479.0,302.96610169491527,Other,95800.0,50.36803364879074,101.48305084745763,94400.0,472.0,1902.0,101.48305084745763
8d68bc,STHYD-2,CAMP_DIW_01,P03,156,25% OFF,357,289,,,,hyderabad,646,Atliq_Suflower_Oil (1L),39.0,55692,33813.0,Grocery & Staples,-39.285714285714285,-68.0,-18.06615776081425,-21879.0,-38.54961832061068,-561.0,-359.6153846153846,-19.047619047619047,Other,-21879.0,-64.70588235294117,-39.285714285714285,55692.0,357.0,289.0,-39.285714285714285
9bc176,STHYD-3,CAMP_SAN_01,P04,370,BOGOF,416,1085,,,,hyderabad,1501,Atliq_Farm_Chakki_Atta (1KG),185.0,153920,200725.0,Grocery & Staples,30.408653846153843,669.0,-18.06615776081425,46805.0,-38.54961832061068,253.0,68.37837837837837,160.81730769230768,Other,46805.0,23.317972350230416,30.408653846153843,153920.0,416.0,1085.0,30.408653846153843
17df71,STHYD-0,CAMP_SAN_01,P08,1190,BOGOF,46,179,,,,hyderabad,225,Atliq_Double_Bedsheet_set,595.0,54740,106505.0,Home Care,94.56521739130434,133.0,-18.06615776081425,51765.0,-38.54961832061068,87.0,7.310924369747899,289.1304347826087,Other,51765.0,48.60335195530726,94.56521739130434,54740.0,46.0,179.0,94.56521739130434
342d35,STCBE-3,CAMP_DIW_01,P08,1190,BOGOF,29,96,,,,coimbatore,125,Atliq_Double_Bedsheet_set,595.0,34510,57120.0,Home Care,65.51724137931035,67.0,-18.06615776081425,22610.0,-38.54961832061068,38.0,3.19327731092437,231.0344827586207,Other,22610.0,39.58333333333333,65.51724137931035,34510.0,29.0,96.0,65.51724137931035
d8f51c,STMYS-1,CAMP_DIW_01,P15,3000,500 Cashback,449,1499,,,,mysuru,1948,Atliq_Home_Essential_8_Product_Combo,2500.0,1347000,749500.0,Combo1,-44.35783221974759,1050.0,-18.06615776081425,-597500.0,-38.54961832061068,-239.0,-7.966666666666667,233.8530066815145,Other,-597500.0,-79.71981320880587,-44.35783221974759,1347000.0,449.0,1499.0,-44.35783221974759
cd36b2,STCHE-4,CAMP_DIW_01,P10,65,50% OFF,127,168,,,,chennai,295,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,8255,5460.0,Personal Care,-33.85826771653544,41.0,-18.06615776081425,-2795.0,-38.54961832061068,-86.0,-132.30769230769232,32.28346456692913,Other,-2795.0,-51.19047619047619,-33.85826771653544,8255.0,127.0,168.0,-33.85826771653544
780aaa,STMYS-1,CAMP_SAN_01,P06,415,25% OFF,19,14,,,,mysuru,33,Atliq_Fusion_Container_Set_of_3,103.75,7885,4357.5,Home Care,-44.73684210526316,-5.0,-18.06615776081425,-3527.5,-38.54961832061068,-34.0,-8.19277108433735,-26.31578947368421,Other,-3527.5,-80.95238095238095,-44.73684210526316,7885.0,19.0,14.0,-44.73684210526316
decd5e,STMDU-2,CAMP_SAN_01,P10,50,25% OFF,21,17,,,,madurai,38,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,1050,637.5,Personal Care,-39.285714285714285,-4.0,-18.06615776081425,-412.5,-38.54961832061068,-33.0,-66.0,-19.047619047619047,Other,-412.5,-64.70588235294117,-39.285714285714285,1050.0,21.0,17.0,-39.285714285714285
d88318,STCHE-5,CAMP_DIW_01,P08,1190,BOGOF,45,149,,,,chennai,194,Atliq_Double_Bedsheet_set,595.0,53550,88655.0,Home Care,65.55555555555556,104.0,-18.06615776081425,35105.0,-38.54961832061068,59.0,4.957983193277311,231.1111111111111,Other,35105.0,39.59731543624161,65.55555555555556,53550.0,45.0,149.0,65.55555555555556
