event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),Unnamed: 8,Unnamed: 9,Unnamed: 10,city,total_quantity_sold,product_name,promo_discount,revenue_before_promo,revenue_after_promo
3070a3,STVSK-3,CAMP_DIW_01,P10,65,50% OFF,68,76,,,,visakhapatnam,144,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,4420,2470.0
cf0a2a,STHYD-3,CAMP_DIW_01,P09,110,50% OFF,92,147,,,,hyderabad,239,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,10120,8085.0
ae5745,STCBE-4,CAMP_DIW_01,P06,415,25% OFF,68,61,,,,coimbatore,129,Atliq_Fusion_Container_Set_of_3,103.75,28220,18986.25
695cd9,STTRV-1,CAMP_SAN_01,P07,300,BOGOF,21,82,,,,trivandrum,103,Atliq_Curtains,150.0,6300,12300.0
b76614,STMLR-0,CAMP_SAN_01,P12,62,50% OFF,33,47,,,,mangalore,80,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,2046,1457.0
d42636,STBLR-6,CAMP_SAN_01,P05,55,25% OFF,25,20,,,,bengaluru,45,Atliq_Scrub_Sponge_For_Dishwash,13.75,1375,825.0
d9d3f4,STMYS-1,CAMP_DIW_01,P10,65,50% OFF,103,158,,,,mysuru,261,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,6695,5135.0
8cbaa3,STHYD-2,CAMP_SAN_01,P08,1190,BOGOF,60,238,,,,hyderabad,298,Atliq_Double_Bedsheet_set,595.0,71400,141610.0
aaea9e,STTRV-0,CAMP_DIW_01,P10,65,50% OFF,68,93,,,,trivandrum,161,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,4420,3022.5
34a266,STMLR-0,CAMP_DIW_01,P08,1190,BOGOF,24,70,,,,mangalore,94,Atliq_Double_Bedsheet_set,595.0,28560,41650.0
b017e0,STMDU-3,CAMP_DIW_01,P02,860,33% OFF,276,345,,,,madurai,621,Atliq_Sonamasuri_Rice (10KG),283.8,237360,198789.00000000003
7014a8,STBLR-8,CAMP_SAN_01,P14,1020,BOGOF,97,385,,,,bengaluru,482,Atliq_waterproof_Immersion_Rod,510.0,98940,196350.0
9e2de4,STMLR-0,CAMP_SAN_01,P07,300,BOGOF,21,54,,,,mangalore,75,Atliq_Curtains,150.0,6300,8100.0
ec29f9,STTRV-1,CAMP_SAN_01,P06,415,25% OFF,21,19,,,,trivandrum,40,Atliq_Fusion_Container_Set_of_3,103.75,8715,5913.75
5c50b6,STHYD-6,CAMP_SAN_01,P09,90,25% OFF,55,45,,,,hyderabad,100,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,4950,3037.5
e2a523,STHYD-5,CAMP_DIW_01,P07,300,BOGOF,59,195,,,,hyderabad,254,Atliq_Curtains,150.0,17700,29250.0
166a02,STCHE-6,CAMP_SAN_01,P13,350,BOGOF,111,445,,,,chennai,556,Atliq_High_Glo_15W_LED_Bulb,175.0,38850,77875.0
61b929,STVSK-2,CAMP_DIW_01,P14,1020,BOGOF,33,109,,,,visakhapatnam,142,Atliq_waterproof_Immersion_Rod,510.0,33660,55590.0
908a96,STHYD-4,CAMP_SAN_01,P12,62,50% OFF,52,72,,,,hyderabad,124,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3224,2232.0
d0f417,STCBE-4,CAMP_DIW_01,P12,62,50% OFF,89,112,,,,coimbatore,201,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,5518,3472.0
c4b10c,STCHE-5,CAMP_DIW_01,P06,415,25% OFF,87,77,,,,chennai,164,Atliq_Fusion_Container_Set_of_3,103.75,36105,23966.25
e39703,STBLR-9,CAMP_DIW_01,P08,1190,BOGOF,47,163,,,,bengaluru,210,Atliq_Double_Bedsheet_set,595.0,55930,96985.0
1.11E+11,STMYS-3,CAMP_SAN_01,P11,190,50% OFF,43,48,,,,mysuru,91,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,8170,4560.0
029ff8,STMLR-0,CAMP_SAN_01,P01,172,33% OFF,169,236,,,,mangalore,405,Atliq_Masoor_Dal (1KG),56.760000000000005,29068,27196.64
daff65,STMLR-0,CAMP_DIW_01,P11,190,50% OFF,35,45,,,,mangalore,80,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,6650,4275.0
108a63,STHYD-3,CAMP_SAN_01,P05,55,25% OFF,30,22,,,,hyderabad,52,Atliq_Scrub_Sponge_For_Dishwash,13.75,1650,907.5
e7d681,STCHE-5,CAMP_DIW_01,P13,350,BOGOF,66,226,,,,chennai,292,Atliq_High_Glo_15W_LED_Bulb,175.0,23100,39550.0
02fa4b,STVSK-4,CAMP_DIW_01,P01,172,33% OFF,155,218,,,,visakhapatnam,373,Atliq_Masoor_Dal (1KG),56.760000000000005,26660,25122.32
2b0a40,STHYD-2,CAMP_DIW_01,P13,350,BOGOF,82,273,,,,hyderabad,355,Atliq_High_Glo_15W_LED_Bulb,175.0,28700,47775.0
406a98,STBLR-5,CAMP_SAN_01,P01,172,33% OFF,264,361,,,,bengaluru,625,Atliq_Masoor_Dal (1KG),56.760000000000005,45408,41601.64
ad1849,STCHE-1,CAMP_DIW_01,P05,55,25% OFF,119,107,,,,chennai,226,Atliq_Scrub_Sponge_For_Dishwash,13.75,6545,4413.75
cfa879,STCHE-4,CAMP_SAN_01,P13,350,BOGOF,114,502,,,,chennai,616,Atliq_High_Glo_15W_LED_Bulb,175.0,39900,87850.0
d2b963,STVJD-0,CAMP_SAN_01,P14,1020,BOGOF,48,187,,,,vijayawada,235,Atliq_waterproof_Immersion_Rod,510.0,48960,95370.0
2e3393,STCHE-3,CAMP_SAN_01,P14,1020,BOGOF,112,460,,,,chennai,572,Atliq_waterproof_Immersion_Rod,510.0,114240,234600.0
68718c,STCHE-0,CAMP_DIW_01,P04,290,25% OFF,309,265,,,,chennai,574,Atliq_Farm_Chakki_Atta (1KG),72.5,89610,57637.5
591730,STBLR-2,CAMP_SAN_01,P09,90,25% OFF,64,53,,,,bengaluru,117,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,5760,3577.5
7d1872,STMYS-2,CAMP_DIW_01,P02,860,33% OFF,283,430,,,,mysuru,713,Atliq_Sonamasuri_Rice (10KG),283.8,243380,247766.00000000003
4b3df6,STTRV-1,CAMP_SAN_01,P14,1020,BOGOF,61,234,,,,trivandrum,295,Atliq_waterproof_Immersion_Rod,510.0,62220,119340.0
55b461,STMDU-0,CAMP_SAN_01,P06,415,25% OFF,21,17,,,,madurai,38,Atliq_Fusion_Container_Set_of_3,103.75,8715,5291.25
6b26bc,STHYD-2,CAMP_SAN_01,P05,55,25% OFF,24,18,,,,hyderabad,42,Atliq_Scrub_Sponge_For_Dishwash,13.75,1320,742.5
dbd453,STMLR-1,CAMP_SAN_01,P03,200,BOGOF,195,776,,,,mangalore,971,Atliq_Suflower_Oil (1L),100.0,39000,77600.0
1fcb3a,STVSK-4,CAMP_DIW_01,P05,55,25% OFF,89,72,,,,visakhapatnam,161,Atliq_Scrub_Sponge_For_Dishwash,13.75,4895,2970.0
0a45d8,STTRV-0,CAMP_DIW_01,P02,860,33% OFF,196,303,,,,trivandrum,499,Atliq_Sonamasuri_Rice (10KG),283.8,168560,174588.6
e4235a,STVJD-0,CAMP_SAN_01,P09,90,25% OFF,33,30,,,,vijayawada,63,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,2970,2025.0
ca1e8f,STHYD-1,CAMP_DIW_01,P08,1190,BOGOF,54,167,,,,hyderabad,221,Atliq_Double_Bedsheet_set,595.0,64260,99365.0
aa76f1,STHYD-0,CAMP_SAN_01,P11,190,50% OFF,42,65,,,,hyderabad,107,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,7980,6175.0
e8aca2,STCBE-4,CAMP_DIW_01,P08,1190,BOGOF,40,119,,,,coimbatore,159,Atliq_Double_Bedsheet_set,595.0,47600,70805.0
c8670a,STCHE-0,CAMP_DIW_01,P15,3000,500 Cashback,343,1056,,,,chennai,1399,Atliq_Home_Essential_8_Product_Combo,2500.0,1029000,528000.0
c99d18,STCHE-7,CAMP_DIW_01,P08,1190,BOGOF,54,218,,,,chennai,272,Atliq_Double_Bedsheet_set,595.0,64260,129710.0
bcbc28,STVSK-1,CAMP_DIW_01,P02,860,33% OFF,253,389,,,,visakhapatnam,642,Atliq_Sonamasuri_Rice (10KG),283.8,217580,224141.80000000002
d7e3d8,STVJD-1,CAMP_DIW_01,P13,350,BOGOF,36,124,,,,vijayawada,160,Atliq_High_Glo_15W_LED_Bulb,175.0,12600,21700.0
5991de,STMDU-0,CAMP_DIW_01,P09,110,50% OFF,43,58,,,,madurai,101,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,4730,3190.0
4ad894,STMLR-1,CAMP_DIW_01,P03,156,25% OFF,192,165,,,,mangalore,357,Atliq_Suflower_Oil (1L),39.0,29952,19305.0
72f1c0,STVSK-4,CAMP_DIW_01,P11,190,50% OFF,57,72,,,,visakhapatnam,129,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,10830,6840.0
465ef1,STCHE-4,CAMP_DIW_01,P04,290,25% OFF,304,273,,,,chennai,577,Atliq_Farm_Chakki_Atta (1KG),72.5,88160,59377.5
db76f3,STBLR-0,CAMP_DIW_01,P01,172,33% OFF,294,438,,,,bengaluru,732,Atliq_Masoor_Dal (1KG),56.760000000000005,50568,50475.119999999995
8f4f8c,STVJD-1,CAMP_DIW_01,P02,860,33% OFF,210,321,,,,vijayawada,531,Atliq_Sonamasuri_Rice (10KG),283.8,180600,184960.2
dd2475,STBLR-4,CAMP_DIW_01,P04,290,25% OFF,325,289,,,,bengaluru,614,Atliq_Farm_Chakki_Atta (1KG),72.5,94250,62857.5
a0a2ec,STBLR-8,CAMP_SAN_01,P01,172,33% OFF,346,491,,,,bengaluru,837,Atliq_Masoor_Dal (1KG),56.760000000000005,59512,56582.84
0f1be6,STCBE-2,CAMP_DIW_01,P12,62,50% OFF,89,129,,,,coimbatore,218,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,5518,3999.0
5b357f,STMDU-1,CAMP_DIW_01,P15,3000,500 Cashback,322,985,,,,madurai,1307,Atliq_Home_Essential_8_Product_Combo,2500.0,966000,492500.0
380012,STMDU-3,CAMP_DIW_01,P06,415,25% OFF,56,50,,,,madurai,106,Atliq_Fusion_Container_Set_of_3,103.75,23240,15562.5
3906da,STMLR-2,CAMP_SAN_01,P09,90,25% OFF,33,27,,,,mangalore,60,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,2970,1822.5
c917a3,STCHE-3,CAMP_DIW_01,P04,290,25% OFF,350,311,,,,chennai,661,Atliq_Farm_Chakki_Atta (1KG),72.5,101500,67642.5
3a8b79,STMDU-0,CAMP_DIW_01,P07,300,BOGOF,49,199,,,,madurai,248,Atliq_Curtains,150.0,14700,29850.0
c48008,STBLR-2,CAMP_DIW_01,P14,1020,BOGOF,47,162,,,,bengaluru,209,Atliq_waterproof_Immersion_Rod,510.0,47940,82620.0
88a405,STMLR-2,CAMP_DIW_01,P12,62,50% OFF,63,71,,,,mangalore,134,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3906,2201.0
1ba928,STMDU-1,CAMP_DIW_01,P04,290,25% OFF,255,219,,,,madurai,474,Atliq_Farm_Chakki_Atta (1KG),72.5,73950,47632.5
7d5e81,STCHE-5,CAMP_SAN_01,P07,300,BOGOF,43,167,,,,chennai,210,Atliq_Curtains,150.0,12900,25050.0
43feca,STMDU-3,CAMP_DIW_01,P13,350,BOGOF,56,184,,,,madurai,240,Atliq_High_Glo_15W_LED_Bulb,175.0,19600,32200.0
9779b0,STVSK-2,CAMP_DIW_01,P10,65,50% OFF,85,128,,,,visakhapatnam,213,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,5525,4160.0
bd2635,STHYD-5,CAMP_DIW_01,P04,290,25% OFF,327,310,,,,hyderabad,637,Atliq_Farm_Chakki_Atta (1KG),72.5,94830,67425.0
4f255c,STHYD-1,CAMP_SAN_01,P08,1190,BOGOF,52,134,,,,hyderabad,186,Atliq_Double_Bedsheet_set,595.0,61880,79730.0
386fdc,STVSK-1,CAMP_DIW_01,P01,172,33% OFF,257,364,,,,visakhapatnam,621,Atliq_Masoor_Dal (1KG),56.760000000000005,44204,41947.36
3df185,STCBE-2,CAMP_DIW_01,P11,190,50% OFF,40,62,,,,coimbatore,102,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,7600,5890.0
a37f93,STVSK-3,CAMP_DIW_01,P14,1020,BOGOF,38,117,,,,visakhapatnam,155,Atliq_waterproof_Immersion_Rod,510.0,38760,59670.0
939435,STMLR-2,CAMP_SAN_01,P07,300,BOGOF,24,96,,,,mangalore,120,Atliq_Curtains,150.0,7200,14400.0
38b760,STMDU-0,CAMP_DIW_01,P14,1020,BOGOF,33,126,,,,madurai,159,Atliq_waterproof_Immersion_Rod,510.0,33660,64260.0
660f7c,STMYS-1,CAMP_SAN_01,P07,300,BOGOF,43,186,,,,mysuru,229,Atliq_Curtains,150.0,12900,27900.0
5c8b9f,STMDU-1,CAMP_DIW_01,P01,172,33% OFF,187,289,,,,madurai,476,Atliq_Masoor_Dal (1KG),56.760000000000005,32164,33304.36
9.57E+11,STHYD-1,CAMP_SAN_01,P15,3000,500 Cashback,103,177,,,,hyderabad,280,Atliq_Home_Essential_8_Product_Combo,2500.0,309000,88500.0
ddddb3,STBLR-2,CAMP_DIW_01,P09,110,50% OFF,103,136,,,,bengaluru,239,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,11330,7480.0
90b2fb,STCHE-6,CAMP_DIW_01,P07,300,BOGOF,59,201,,,,chennai,260,Atliq_Curtains,150.0,17700,30150.0
cf9994,STCHE-5,CAMP_SAN_01,P10,50,25% OFF,37,31,,,,chennai,68,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,1850,1162.5
fb4f00,STCHE-0,CAMP_DIW_01,P11,190,50% OFF,80,102,,,,chennai,182,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,15200,9690.0
b41e58,STCBE-4,CAMP_DIW_01,P02,860,33% OFF,255,377,,,,coimbatore,632,Atliq_Sonamasuri_Rice (10KG),283.8,219300,217227.40000000002
567271,STMDU-0,CAMP_DIW_01,P10,65,50% OFF,78,102,,,,madurai,180,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,5070,3315.0
902a62,STHYD-2,CAMP_DIW_01,P06,415,25% OFF,96,77,,,,hyderabad,173,Atliq_Fusion_Container_Set_of_3,103.75,39840,23966.25
da5d21,STBLR-9,CAMP_DIW_01,P10,65,50% OFF,92,125,,,,bengaluru,217,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,5980,4062.5
8f2264,STBLR-7,CAMP_DIW_01,P12,62,50% OFF,124,184,,,,bengaluru,308,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,7688,5704.0
1e2a0e,STBLR-9,CAMP_DIW_01,P01,172,33% OFF,329,467,,,,bengaluru,796,Atliq_Masoor_Dal (1KG),56.760000000000005,56588,53817.079999999994
7a6449,STHYD-3,CAMP_DIW_01,P10,65,50% OFF,131,203,,,,hyderabad,334,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,8515,6597.5
6.24E+11,STMLR-0,CAMP_SAN_01,P03,200,BOGOF,206,541,,,,mangalore,747,Atliq_Suflower_Oil (1L),100.0,41200,54100.0
5aa413,STCHE-1,CAMP_SAN_01,P08,1190,BOGOF,43,109,,,,chennai,152,Atliq_Double_Bedsheet_set,595.0,51170,64855.0
11a64e,STCHE-7,CAMP_SAN_01,P06,415,25% OFF,31,28,,,,chennai,59,Atliq_Fusion_Container_Set_of_3,103.75,12865,8715.0
67820e,STBLR-0,CAMP_SAN_01,P10,50,25% OFF,31,25,,,,bengaluru,56,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,1550,937.5
cd0d8e,STMDU-2,CAMP_DIW_01,P11,190,50% OFF,66,77,,,,madurai,143,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,12540,7315.0
ee63b3,STHYD-4,CAMP_DIW_01,P02,860,33% OFF,362,521,,,,hyderabad,883,Atliq_Sonamasuri_Rice (10KG),283.8,311320,300200.2
abffa2,STCHE-5,CAMP_DIW_01,P07,300,BOGOF,59,206,,,,chennai,265,Atliq_Curtains,150.0,17700,30900.0
5487a6,STBLR-0,CAMP_DIW_01,P03,156,25% OFF,358,315,,,,bengaluru,673,Atliq_Suflower_Oil (1L),39.0,55848,36855.0
0a4160,STCHE-7,CAMP_DIW_01,P03,156,25% OFF,330,323,,,,chennai,653,Atliq_Suflower_Oil (1L),39.0,51480,37791.0
6422b4,STCBE-0,CAMP_DIW_01,P01,172,33% OFF,255,425,,,,coimbatore,680,Atliq_Masoor_Dal (1KG),56.760000000000005,43860,48977.0
6c7601,STCBE-2,CAMP_SAN_01,P14,1020,BOGOF,78,334,,,,coimbatore,412,Atliq_waterproof_Immersion_Rod,510.0,79560,170340.0
d3575d,STMLR-2,CAMP_DIW_01,P02,860,33% OFF,210,268,,,,mangalore,478,Atliq_Sonamasuri_Rice (10KG),283.8,180600,154421.6
75ad53,STVJD-1,CAMP_DIW_01,P05,55,25% OFF,59,48,,,,vijayawada,107,Atliq_Scrub_Sponge_For_Dishwash,13.75,3245,1980.0
a08c5e,STMYS-2,CAMP_DIW_01,P05,55,25% OFF,99,88,,,,mysuru,187,Atliq_Scrub_Sponge_For_Dishwash,13.75,5445,3630.0
d8a4ae,STBLR-0,CAMP_SAN_01,P05,55,25% OFF,28,22,,,,bengaluru,50,Atliq_Scrub_Sponge_For_Dishwash,13.75,1540,907.5
14f1e9,STBLR-4,CAMP_DIW_01,P08,1190,BOGOF,49,163,,,,bengaluru,212,Atliq_Double_Bedsheet_set,595.0,58310,96985.0
11178a,STCBE-0,CAMP_DIW_01,P07,300,BOGOF,36,118,,,,coimbatore,154,Atliq_Curtains,150.0,10800,17700.0
62775f,STCHE-2,CAMP_DIW_01,P07,300,BOGOF,59,196,,,,chennai,255,Atliq_Curtains,150.0,17700,29400.0
5.88E+11,STHYD-3,CAMP_DIW_01,P12,62,50% OFF,112,178,,,,hyderabad,290,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,6944,5518.0
4fca07,STMLR-2,CAMP_SAN_01,P01,172,33% OFF,183,215,,,,mangalore,398,Atliq_Masoor_Dal (1KG),56.760000000000005,31476,24776.6
a216f7,STCBE-2,CAMP_DIW_01,P06,415,25% OFF,77,68,,,,coimbatore,145,Atliq_Fusion_Container_Set_of_3,103.75,31955,21165.0
18a68a,STMLR-0,CAMP_DIW_01,P01,172,33% OFF,173,250,,,,mangalore,423,Atliq_Masoor_Dal (1KG),56.760000000000005,29756,28810.0
1f5ed3,STVSK-1,CAMP_SAN_01,P08,1190,BOGOF,33,131,,,,visakhapatnam,164,Atliq_Double_Bedsheet_set,595.0,39270,77945.0
58e374,STBLR-0,CAMP_DIW_01,P07,300,BOGOF,64,250,,,,bengaluru,314,Atliq_Curtains,150.0,19200,37500.0
f7aec5,STCHE-5,CAMP_SAN_01,P13,350,BOGOF,87,341,,,,chennai,428,Atliq_High_Glo_15W_LED_Bulb,175.0,30450,59675.0
f4192d,STMYS-1,CAMP_DIW_01,P11,190,50% OFF,84,121,,,,mysuru,205,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,15960,11495.0
a71e7c,STCBE-2,CAMP_SAN_01,P12,62,50% OFF,33,51,,,,coimbatore,84,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,2046,1581.0
f49149,STMYS-0,CAMP_SAN_01,P06,415,25% OFF,27,22,,,,mysuru,49,Atliq_Fusion_Container_Set_of_3,103.75,11205,6847.5
e7cb59,STCHE-3,CAMP_DIW_01,P11,190,50% OFF,96,120,,,,chennai,216,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,18240,11400.0
8b1147,STVSK-0,CAMP_SAN_01,P15,3000,500 Cashback,73,170,,,,visakhapatnam,243,Atliq_Home_Essential_8_Product_Combo,2500.0,219000,85000.0
8d349f,STCBE-4,CAMP_SAN_01,P10,50,25% OFF,22,18,,,,coimbatore,40,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,1100,675.0
096adc,STBLR-8,CAMP_SAN_01,P02,860,33% OFF,441,626,,,,bengaluru,1067,Atliq_Sonamasuri_Rice (10KG),283.8,379260,360701.2
5f0a89,STBLR-3,CAMP_SAN_01,P15,3000,500 Cashback,114,249,,,,bengaluru,363,Atliq_Home_Essential_8_Product_Combo,2500.0,342000,124500.0
127984,STMLR-2,CAMP_DIW_01,P04,290,25% OFF,141,125,,,,mangalore,266,Atliq_Farm_Chakki_Atta (1KG),72.5,40890,27187.5
e8a904,STCHE-7,CAMP_DIW_01,P05,55,25% OFF,112,107,,,,chennai,219,Atliq_Scrub_Sponge_For_Dishwash,13.75,6160,4413.75
f1b7e9,STCHE-3,CAMP_DIW_01,P14,1020,BOGOF,52,211,,,,chennai,263,Atliq_waterproof_Immersion_Rod,510.0,53040,107610.0
62d659,STHYD-6,CAMP_DIW_01,P10,65,50% OFF,105,137,,,,hyderabad,242,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,6825,4452.5
333b7d,STHYD-6,CAMP_DIW_01,P08,1190,BOGOF,49,166,,,,hyderabad,215,Atliq_Double_Bedsheet_set,595.0,58310,98770.0
da9b71,STVSK-1,CAMP_DIW_01,P06,415,25% OFF,63,51,,,,visakhapatnam,114,Atliq_Fusion_Container_Set_of_3,103.75,26145,15873.75
463205,STVSK-2,CAMP_DIW_01,P02,860,33% OFF,215,371,,,,visakhapatnam,586,Atliq_Sonamasuri_Rice (10KG),283.8,184900,213770.2
2b0db4,STMLR-2,CAMP_DIW_01,P14,1020,BOGOF,21,73,,,,mangalore,94,Atliq_waterproof_Immersion_Rod,510.0,21420,37230.0
003e8d,STCHE-3,CAMP_DIW_01,P02,860,33% OFF,371,519,,,,chennai,890,Atliq_Sonamasuri_Rice (10KG),283.8,319060,299047.80000000005
b0ab6c,STHYD-4,CAMP_SAN_01,P06,415,25% OFF,34,31,,,,hyderabad,65,Atliq_Fusion_Container_Set_of_3,103.75,14110,9648.75
2d7f62,STCHE-2,CAMP_SAN_01,P11,190,50% OFF,58,68,,,,chennai,126,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,11020,6460.0
58df9b,STCBE-2,CAMP_DIW_01,P02,860,33% OFF,183,327,,,,coimbatore,510,Atliq_Sonamasuri_Rice (10KG),283.8,157380,188417.40000000002
f22294,STMYS-1,CAMP_SAN_01,P01,172,33% OFF,345,520,,,,mysuru,865,Atliq_Masoor_Dal (1KG),56.760000000000005,59340,59924.799999999996
6.88E+10,STVJD-0,CAMP_SAN_01,P08,1190,BOGOF,22,88,,,,vijayawada,110,Atliq_Double_Bedsheet_set,595.0,26180,52360.0
41b8f8,STBLR-0,CAMP_DIW_01,P08,1190,BOGOF,56,220,,,,bengaluru,276,Atliq_Double_Bedsheet_set,595.0,66640,130900.0
7.34E+11,STCHE-0,CAMP_DIW_01,P06,415,25% OFF,105,92,,,,chennai,197,Atliq_Fusion_Container_Set_of_3,103.75,43575,28635.0
cbe691,STBLR-0,CAMP_DIW_01,P10,65,50% OFF,103,134,,,,bengaluru,237,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,6695,4355.0
0f2c3a,STCBE-0,CAMP_SAN_01,P07,300,BOGOF,30,117,,,,coimbatore,147,Atliq_Curtains,150.0,9000,17550.0
5ae6d6,STBLR-1,CAMP_SAN_01,P09,90,25% OFF,82,74,,,,bengaluru,156,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,7380,4995.0
a9ee19,STBLR-1,CAMP_SAN_01,P08,1190,BOGOF,58,158,,,,bengaluru,216,Atliq_Double_Bedsheet_set,595.0,69020,94010.0
4ab9ba,STTRV-1,CAMP_SAN_01,P01,172,33% OFF,165,232,,,,trivandrum,397,Atliq_Masoor_Dal (1KG),56.760000000000005,28380,26735.68
3164ea,STMDU-2,CAMP_SAN_01,P01,172,33% OFF,265,328,,,,madurai,593,Atliq_Masoor_Dal (1KG),56.760000000000005,45580,37798.72
7bdc1e,STVSK-4,CAMP_DIW_01,P07,300,BOGOF,50,149,,,,visakhapatnam,199,Atliq_Curtains,150.0,15000,22350.0
565a38,STTRV-0,CAMP_SAN_01,P07,300,BOGOF,30,117,,,,trivandrum,147,Atliq_Curtains,150.0,9000,17550.0
ab3517,STTRV-1,CAMP_SAN_01,P04,370,BOGOF,190,733,,,,trivandrum,923,Atliq_Farm_Chakki_Atta (1KG),185.0,70300,135605.0
1b295f,STCHE-5,CAMP_DIW_01,P12,62,50% OFF,110,130,,,,chennai,240,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,6820,4030.0
a55960,STBLR-1,CAMP_DIW_01,P08,1190,BOGOF,50,149,,,,bengaluru,199,Atliq_Double_Bedsheet_set,595.0,59500,88655.0
5a0c33,STCBE-2,CAMP_DIW_01,P10,65,50% OFF,87,127,,,,coimbatore,214,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,5655,4127.5
74d23a,STCHE-0,CAMP_DIW_01,P07,300,BOGOF,75,252,,,,chennai,327,Atliq_Curtains,150.0,22500,37800.0
d105db,STCBE-4,CAMP_SAN_01,P07,300,BOGOF,43,111,,,,coimbatore,154,Atliq_Curtains,150.0,12900,16650.0
1620ea,STMYS-3,CAMP_DIW_01,P06,415,25% OFF,101,89,,,,mysuru,190,Atliq_Fusion_Container_Set_of_3,103.75,41915,27701.25
2177f8,STMDU-0,CAMP_DIW_01,P04,290,25% OFF,234,208,,,,madurai,442,Atliq_Farm_Chakki_Atta (1KG),72.5,67860,45240.0
609bfd,STBLR-1,CAMP_DIW_01,P12,62,50% OFF,129,170,,,,bengaluru,299,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,7998,5270.0
0013db,STBLR-1,CAMP_SAN_01,P02,860,33% OFF,435,622,,,,bengaluru,1057,Atliq_Sonamasuri_Rice (10KG),283.8,374100,358396.4
6f3e24,STHYD-6,CAMP_DIW_01,P15,3000,500 Cashback,388,1129,,,,hyderabad,1517,Atliq_Home_Essential_8_Product_Combo,2500.0,1164000,564500.0
79a95a,STHYD-3,CAMP_SAN_01,P15,3000,500 Cashback,121,200,,,,hyderabad,321,Atliq_Home_Essential_8_Product_Combo,2500.0,363000,100000.0
8cd1ec,STCHE-1,CAMP_SAN_01,P13,350,BOGOF,124,324,,,,chennai,448,Atliq_High_Glo_15W_LED_Bulb,175.0,43400,56700.0
e57227,STCHE-6,CAMP_SAN_01,P05,55,25% OFF,25,18,,,,chennai,43,Atliq_Scrub_Sponge_For_Dishwash,13.75,1375,742.5
79577d,STBLR-9,CAMP_DIW_01,P03,156,25% OFF,348,337,,,,bengaluru,685,Atliq_Suflower_Oil (1L),39.0,54288,39429.0
dbaf92,STBLR-6,CAMP_SAN_01,P01,172,33% OFF,301,454,,,,bengaluru,755,Atliq_Masoor_Dal (1KG),56.760000000000005,51772,52318.96
27bc6e,STCBE-2,CAMP_DIW_01,P14,1020,BOGOF,42,160,,,,coimbatore,202,Atliq_waterproof_Immersion_Rod,510.0,42840,81600.0
53bb94,STHYD-2,CAMP_DIW_01,P02,860,33% OFF,402,611,,,,hyderabad,1013,Atliq_Sonamasuri_Rice (10KG),283.8,345720,352058.2
2fe1bb,STCHE-1,CAMP_SAN_01,P04,370,BOGOF,460,1168,,,,chennai,1628,Atliq_Farm_Chakki_Atta (1KG),185.0,170200,216080.0
e553f2,STTRV-0,CAMP_DIW_01,P13,350,BOGOF,38,129,,,,trivandrum,167,Atliq_High_Glo_15W_LED_Bulb,175.0,13300,22575.0
